start something,[-1.26653782]
coverage,[ 0.13890975]
quick,[ 0.13891508]
a reb,[ 0.13898171]
and lead,[ 0.13898171]
god told,[ 0.13898171]
if god,[ 0.13898171]
lead a,[ 0.13898171]
reb,[ 0.13898171]
the village,[ 0.13898171]
village,[ 0.13898171]
village and,[ 0.13898171]
a dog,[ 0.13909521]
processing end,[ 0.13909893]
speech processing,[ 0.13909893]
start speech,[ 0.13909893]
about punctuation,[ 0.1391091]
graphic,[ 0.1391091]
graphic types,[ 0.1391091]
punctuation,[ 0.1391091]
punctuation etc,[ 0.1391091]
seen graphic,[ 0.1391091]
types don,[ 0.1391091]
beach real,[ 0.13926548]
night time,[ 0.13926548]
photos,[ 0.13926548]
photos at,[ 0.13926548]
take photos,[ 0.13926548]
the beach,[ 0.13926548]
time on,[ 0.13926548]
from canada,[ 0.13931878]
in brooklyn,[ 0.13933762]
of techies,[ 0.13933762]
techies,[ 0.13933762]
techies seem,[ 0.13933762]
check it,[ 0.13939919]
3 rock,[ 0.13943354]
and glee,[ 0.13943354]
enjoy 3,[ 0.13943354]
glee,[ 0.13943354]
glee end,[ 0.13943354]
rock and,[ 0.13943354]
congrats,[ 0.1394689]
congrats en,[ 0.1394689]
my fake,[ 0.1394689]
name congrats,[ 0.1394689]
than my,[ 0.1394689]
your fake,[ 0.1394689]
universe end,[ 0.13950707]
software,[ 0.13951131]
to th,[ 0.13953783]
actually going,[ 0.13957756]
fine with,[ 0.13957756]
going anywher,[ 0.13957756]
i knwo,[ 0.13957756]
knwo,[ 0.13957756]
knwo you,[ 0.13957756]
not actually,[ 0.13957756]
2 returns,[ 0.13965549]
returns,[ 0.13965549]
returns end,[ 0.13965549]
were 2,[ 0.13965549]
your question,[ 0.13965602]
a b,[ 0.13966173]
after a,[ 0.13966173]
like waking,[ 0.13966173]
long week,[ 0.13966173]
start after,[ 0.13966173]
waking,[ 0.13966173]
waking up,[ 0.13966173]
week of,[ 0.13966173]
work nothing,[ 0.13966173]
sports end,[ 0.1397529]
doubt,[ 0.13976739]
one of,[ 0.13984684]
long as,[ 0.13984929]
ago,[ 0.13989979]
guess you,[ 0.13993803]
difficult,[ 0.13996125]
definitely you,[ 0.13996483]
future i,[ 0.13996803]
make something,[ 0.13996803]
d respond,[ 0.14005617]
eliza i,[ 0.14005617]
respond with,[ 0.14005617]
say curious,[ 0.14005617]
were eliza,[ 0.14005617]
with why,[ 0.14005617]
start worse,[ 0.14008138]
than who,[ 0.14008138]
very often,[ 0.14008787]
ah ok,[ 0.14009432]
god i,[ 0.14010273]
really sure,[ 0.14010273]
reinvent,[ 0.14010273]
reinvent god,[ 0.14010273]
start reinvent,[ 0.14010273]
am interested,[ 0.14010943]
butter,[ 0.14012869]
butter end,[ 0.14012869]
macadamia,[ 0.14012869]
macadamia nut,[ 0.14012869]
nut butter,[ 0.14012869]
start macadamia,[ 0.14012869]
laugh,[ 0.14014937]
alain,[ 0.1401804]
alain resnais,[ 0.1401804]
by alain,[ 0.1401804]
resnais,[ 0.1401804]
resnais end,[ 0.1401804]
bet it,[ 0.14019375]
a basketball,[ 0.14030644]
basketball player,[ 0.14030644]
player end,[ 0.14030644]
to all,[ 0.14032888]
words end,[ 0.14035889]
afte,[ 0.14043158]
do afte,[ 0.14043158]
humans do,[ 0.14043158]
sure computers,[ 0.14043158]
things humans,[ 0.14043158]
go that,[ 0.14043442]
that far,[ 0.14043442]
that person,[ 0.14043892]
start hot,[ 0.14045975]
family doing,[ 0.14056067]
because that,[ 0.14056361]
just that,[ 0.14059892]
ll get,[ 0.14059892]
that then,[ 0.14059892]
team,[ 0.14064317]
a childrens,[ 0.14067823]
childrens show,[ 0.14067823]
encourages,[ 0.14067823]
encourages read,[ 0.14067823]
rainbow is,[ 0.14067823]
show that,[ 0.14067823]
that encourages,[ 0.14067823]
one recently,[ 0.14072711]
checkbook,[ 0.14075516]
checkbook end,[ 0.14075516]
my checkbook,[ 0.14075516]
read now,[ 0.14075516]
brothers orange,[ 0.14077163]
county where,[ 0.14077163]
no sisters,[ 0.14077163]
only brothers,[ 0.14077163]
orange county,[ 0.14077163]
sisters only,[ 0.14077163]
almost,[ 0.14077729]
gogh,[ 0.14078293]
van,[ 0.14078293]
van gogh,[ 0.14078293]
similar,[ 0.14090683]
is john,[ 0.14097196]
really watch,[ 0.14097784]
watch baseball,[ 0.14097784]
wearing a,[ 0.14097841]
these programs,[ 0.14098915]
at least,[ 0.14099697]
anything now,[ 0.14104088]
like much,[ 0.14104088]
acting clara,[ 0.14104218]
bow i,[ 0.14104218]
her acting,[ 0.14104218]
repre,[ 0.14104218]
she repre,[ 0.14104218]
what she,[ 0.14104218]
boring you,[ 0.14107129]
i boring,[ 0.14107129]
common,[ 0.14108771]
bond,[ 0.1411395]
bond end,[ 0.1411395]
established,[ 0.1411395]
established this,[ 0.1411395]
human bond,[ 0.1411395]
this human,[ 0.1411395]
ve established,[ 0.1411395]
me which,[ 0.14131228]
answering this,[ 0.14134628]
in answering,[ 0.14134628]
i wait,[ 0.1413812]
patiently,[ 0.1413812]
patiently for,[ 0.1413812]
wait patiently,[ 0.1413812]
fancy,[ 0.1414157]
fancy asking,[ 0.1414157]
well fancy,[ 0.1414157]
play baseball,[ 0.14142368]
still play,[ 0.14142368]
they still,[ 0.14142368]
ve met,[ 0.14142508]
fairly noisy,[ 0.14143074]
noisy end,[ 0.14143074]
usually fairly,[ 0.14143074]
yes usually,[ 0.14143074]
a reporter,[ 0.14145682]
reporter,[ 0.14145682]
reporter end,[ 0.14145682]
still work,[ 0.14145682]
wait no,[ 0.14151201]
was right,[ 0.14151201]
s true,[ 0.14152637]
mail,[ 0.14162854]
sounds intriguing,[ 0.14163407]
bowls,[ 0.14164873]
bowls end,[ 0.14164873]
come in,[ 0.14164873]
that come,[ 0.14164873]
the bowls,[ 0.14164873]
minutes end,[ 0.14165273]
a about,[ 0.1417217]
about memory,[ 0.1417217]
and memory,[ 0.1417217]
memory is,[ 0.1417217]
weird thing,[ 0.1417217]
person talking,[ 0.14180075]
were the,[ 0.14181779]
or dogs,[ 0.14182458]
rabbits,[ 0.14182458]
rabbits or,[ 0.14182458]
start rabbits,[ 0.14182458]
pruchased,[ 0.14183832]
pruchased stock,[ 0.14183832]
stock,[ 0.14183832]
stock before,[ 0.14183832]
you pruchased,[ 0.14183832]
computing,[ 0.1418541]
start computing,[ 0.1418541]
ok over,[ 0.14187122]
are everywhere,[ 0.14187139]
course hippies,[ 0.14187139]
everywhere these,[ 0.14187139]
hippies are,[ 0.14187139]
it very,[ 0.14189351]
worried,[ 0.14191427]
how,[ 0.14195805]
good thank,[ 0.14196154]
lovely day,[ 0.14196154]
thats the,[ 0.14199355]
answered end,[ 0.14204707]
humorist answered,[ 0.14204707]
the humorist,[ 0.14204707]
ear end,[ 0.14205911]
one ear,[ 0.14205911]
start just,[ 0.14207598]
also how,[ 0.14209247]
good also,[ 0.14209247]
many of,[ 0.14209247]
others are,[ 0.14209247]
been typing,[ 0.14219928]
typing long,[ 0.14219928]
while though,[ 0.1422151]
ones we,[ 0.14232303]
responses short,[ 0.14234612]
s helpful,[ 0.14234612]
short if,[ 0.14234612]
start feel,[ 0.14234612]
your responses,[ 0.14234612]
abot the,[ 0.1423607]
hear abot,[ 0.1423607]
mexican underwater,[ 0.1423607]
the mexican,[ 0.1423607]
trees end,[ 0.1423607]
underwater trees,[ 0.1423607]
intenti,[ 0.14236226]
misspelled,[ 0.14236226]
misspelled please,[ 0.14236226]
please in,[ 0.14236226]
previous,[ 0.14236226]
previous sentence,[ 0.14236226]
sentence intenti,[ 0.14236226]
the previous,[ 0.14236226]
you misspelled,[ 0.14236226]
it talked,[ 0.14238658]
paper the,[ 0.14238658]
the paper,[ 0.14238658]
m tired,[ 0.14242197]
say when,[ 0.14246015]
andrea,[ 0.14251348]
andrea marcovicci,[ 0.14251348]
havenm,[ 0.14251348]
havenm t,[ 0.14251348]
i havenm,[ 0.14251348]
marcovicci,[ 0.14251348]
marcovicci but,[ 0.14251348]
seen andrea,[ 0.14251348]
suspect i,[ 0.14251348]
to wear,[ 0.14256324]
me to,[ 0.14260965]
all day,[ 0.1427315]
here when,[ 0.14276995]
thinks,[ 0.14281402]
as someone,[ 0.14283753]
waiting end,[ 0.1428445]
garden,[ 0.14288774]
garden end,[ 0.14288774]
ooohhh,[ 0.14291055]
ooohhh very,[ 0.14291055]
start ooohhh,[ 0.14291055]
what color,[ 0.14291055]
always assume,[ 0.14295129]
assume that,[ 0.14295129]
new yorker,[ 0.14295129]
yorker,[ 0.14295129]
yorker end,[ 0.14295129]
about italics,[ 0.14303702]
italics,[ 0.14303702]
italics guess,[ 0.14303702]
know those,[ 0.14303702]
rules about,[ 0.14303702]
s inte,[ 0.14303702]
those rules,[ 0.14303702]
what board,[ 0.14303727]
objectives th,[ 0.14306908]
s understandable,[ 0.14306908]
understandable it,[ 0.14306908]
your objectives,[ 0.14306908]
important thing,[ 0.14309796]
call someone,[ 0.14309944]
someone whose,[ 0.14309944]
whose,[ 0.14309944]
whose name,[ 0.14309944]
maybe trilobytes,[ 0.14310099]
trilobytes,[ 0.14310099]
trilobytes or,[ 0.14310099]
controllable,[ 0.1431484]
controllable end,[ 0.1431484]
hopefully controllable,[ 0.1431484]
is hopefully,[ 0.1431484]
start tramps,[ 0.1431484]
through is,[ 0.1431484]
tramps,[ 0.1431484]
tramps through,[ 0.1431484]
is public,[ 0.1431989]
april day,[ 0.14321021]
start april,[ 0.14321021]
m actually,[ 0.14322299]
even though,[ 0.14325692]
almost capitalized,[ 0.14329016]
but changed,[ 0.14329016]
capitalized,[ 0.14329016]
capitalized upstate,[ 0.14329016]
changed your,[ 0.14329016]
mind e,[ 0.14329016]
upstate but,[ 0.14329016]
you almost,[ 0.14329016]
interesting tech,[ 0.14340383]
story so,[ 0.14340383]
tech story,[ 0.14340383]
think is,[ 0.14340383]
an im,[ 0.14341261]
conversation rather,[ 0.14341261]
about anything,[ 0.14342248]
pizza,[ 0.14355557]
to try,[ 0.14361342]
at are,[ 0.14370166]
equa the,[ 0.14370166]
message stopped,[ 0.14370166]
sorry equa,[ 0.14370166]
stopped at,[ 0.14370166]
the message,[ 0.14370166]
door number,[ 0.1437301]
else you,[ 0.14379766]
dropped,[ 0.14382355]
a theoretical,[ 0.14383187]
prefer not,[ 0.14383187]
theoretical,[ 0.14383187]
theoretical sense,[ 0.14383187]
um in,[ 0.14383187]
tha,[ 0.14386522]
makes sense,[ 0.1439918]
the test,[ 0.14401407]
you female,[ 0.14406068]
job couldn,[ 0.14413515]
just volun,[ 0.14413515]
volun,[ 0.14413515]
was looking,[ 0.14413515]
can recomme,[ 0.14421122]
film recently,[ 0.14421122]
recently which,[ 0.14421122]
recomme,[ 0.14421122]
which you,[ 0.14421122]
break soon,[ 0.14428621]
us have,[ 0.14428621]
will let,[ 0.14428621]
met you,[ 0.1443559]
the thought,[ 0.14449068]
1st,[ 0.14461745]
year and,[ 0.14464155]
felt this,[ 0.14467931]
you felt,[ 0.14467931]
very well,[ 0.14469355]
boared right,[ 0.14485202]
so boared,[ 0.14485202]
your so,[ 0.14485202]
start still,[ 0.14491816]
suits,[ 0.144926]
typing is,[ 0.14494704]
your typing,[ 0.14494704]
stones,[ 0.14496424]
astoria,[ 0.14501044]
astoria end,[ 0.14501044]
from astoria,[ 0.14501044]
good for,[ 0.14503232]
his name,[ 0.14507679]
life end,[ 0.14507772]
you my,[ 0.14519141]
and belarusan,[ 0.14532435]
are belarusian,[ 0.14532435]
belarusian,[ 0.14532435]
belarusian and,[ 0.14532435]
common are,[ 0.14532435]
most common,[ 0.14532435]
big penquin,[ 0.1453802]
good en,[ 0.1453802]
penquin,[ 0.1453802]
penquin taht,[ 0.1453802]
taht,[ 0.1453802]
taht one,[ 0.1453802]
your favourite,[ 0.1454262]
yes please,[ 0.14553691]
something of,[ 0.1455381]
funny question,[ 0.14555205]
pleas,[ 0.14558306]
question could,[ 0.14558306]
you pleas,[ 0.14558306]
9 which,[ 0.14560053]
healthy end,[ 0.14560053]
high in,[ 0.14560053]
in omega,[ 0.14560053]
is healthy,[ 0.14560053]
is high,[ 0.14560053]
omega,[ 0.14560053]
omega 9,[ 0.14560053]
salmagundi,[ 0.14561686]
salmagundi club,[ 0.14561686]
the salmagundi,[ 0.14561686]
a fox,[ 0.1456371]
a hugh,[ 0.1456371]
dog a,[ 0.1456371]
fox,[ 0.1456371]
fox hound,[ 0.1456371]
hound,[ 0.1456371]
hound end,[ 0.1456371]
hugh dog,[ 0.1456371]
kind polite,[ 0.14566914]
polite respectful,[ 0.14566914]
respectful,[ 0.14566914]
respectful end,[ 0.14566914]
or do,[ 0.14568145]
question for,[ 0.14578046]
god inc,[ 0.14579281]
inc,[ 0.14579281]
inc end,[ 0.14579281]
is god,[ 0.14579281]
but since,[ 0.14583954]
guess but,[ 0.14583954]
its only,[ 0.14583954]
well its,[ 0.14583954]
internet end,[ 0.14587066]
no the,[ 0.14596112]
any typos,[ 0.14596216]
always so,[ 0.1459675]
can finis,[ 0.1459675]
finis,[ 0.1459675]
he wrote,[ 0.1459675]
like he,[ 0.1459675]
long that,[ 0.1459675]
wrote always,[ 0.1459675]
for realz,[ 0.14598112]
realz,[ 0.14598112]
realz end,[ 0.14598112]
poin,[ 0.14604197]
speech end,[ 0.14608514]
most people,[ 0.14614782]
is samon,[ 0.14621847]
salmon is,[ 0.14621847]
samon,[ 0.14621847]
samon end,[ 0.14621847]
thought we,[ 0.14622714]
do jon,[ 0.14630392]
having fun,[ 0.14636547]
and bikes,[ 0.14651608]
bikes,[ 0.14651608]
feet and,[ 0.14651608]
not pollute,[ 0.14651608]
pollute,[ 0.14651608]
pollute i,[ 0.14651608]
prefer feet,[ 0.14651608]
start beg,[ 0.14651816]
be rich,[ 0.14653185]
rich end,[ 0.14653185]
trick,[ 0.1466478]
blue striped,[ 0.14669075]
shirt,[ 0.14669075]
shirt end,[ 0.14669075]
start wearing,[ 0.14669075]
striped,[ 0.14669075]
striped shirt,[ 0.14669075]
five,[ 0.14669147]
girl for,[ 0.14674068]
start wrong,[ 0.14677798]
a manner,[ 0.14681068]
am trying,[ 0.14681068]
as objective,[ 0.14681068]
as possi,[ 0.14681068]
in as,[ 0.14681068]
manner,[ 0.14681068]
manner as,[ 0.14681068]
objective,[ 0.14681068]
objective a,[ 0.14681068]
possi,[ 0.14681068]
respond in,[ 0.14681068]
am kicking,[ 0.14687915]
ass,[ 0.14687915]
ass at,[ 0.14687915]
kicking,[ 0.14687915]
kicking ass,[ 0.14687915]
test that,[ 0.14687915]
for tennis,[ 0.146932]
tennis end,[ 0.146932]
does the,[ 0.14703112]
british,[ 0.14704403]
man that,[ 0.14705807]
old a,[ 0.14705807]
really old,[ 0.14705807]
stupid man,[ 0.14705807]
an inescapable,[ 0.14707478]
inescapable,[ 0.14707478]
strange thing,[ 0.14707478]
the strange,[ 0.14707478]
it must,[ 0.14708178]
and conn,[ 0.14708917]
bklyn and,[ 0.14708917]
conn,[ 0.14708917]
conn end,[ 0.14708917]
to people,[ 0.14708938]
time was,[ 0.147133]
not working,[ 0.14715794]
or study,[ 0.14715794]
working or,[ 0.14715794]
added,[ 0.14716092]
nanu end,[ 0.14730036]
nanu nanu,[ 0.14730036]
start nanu,[ 0.14730036]
quite,[ 0.1473749]
consumers,[ 0.14741191]
consumers ever,[ 0.14741191]
eager,[ 0.14741191]
eager consumers,[ 0.14741191]
extremely un,[ 0.14741191]
least eager,[ 0.14741191]
cycling,[ 0.14744619]
cycling end,[ 0.14744619]
oops cycling,[ 0.14744619]
gym pretty,[ 0.14746439]
pretty often,[ 0.14746439]
the gym,[ 0.14746439]
much of,[ 0.14749098]
so myself,[ 0.14755101]
am poor,[ 0.14758548]
not rice,[ 0.14758548]
poor and,[ 0.14758548]
rice,[ 0.14758548]
rice end,[ 0.14758548]
and halifax,[ 0.14759149]
halifax,[ 0.14759149]
halifax are,[ 0.14759149]
kingston,[ 0.14759149]
kingston victoria,[ 0.14759149]
start kingston,[ 0.14759149]
three of,[ 0.14759149]
victoria and,[ 0.14759149]
across any,[ 0.14761076]
come across,[ 0.14761076]
t happen,[ 0.14761076]
carlos,[ 0.1476405]
carlos or,[ 0.1476405]
don carlos,[ 0.1476405]
or tosca,[ 0.1476405]
tosca end,[ 0.1476405]
internet isn,[ 0.14764421]
do seagulls,[ 0.14770737]
fly over,[ 0.14770737]
sea end,[ 0.14770737]
seagulls,[ 0.14770737]
seagulls fly,[ 0.14770737]
safe end,[ 0.147837]
animals are,[ 0.14794471]
are loosing,[ 0.14794471]
depressing animals,[ 0.14794471]
habitat,[ 0.14794471]
habitat end,[ 0.14794471]
its depressing,[ 0.14794471]
loosing,[ 0.14794471]
loosing their,[ 0.14794471]
their habitat,[ 0.14794471]
pretty sick,[ 0.14800585]
and birds,[ 0.14806453]
and cats,[ 0.14806453]
birds end,[ 0.14806453]
cats and,[ 0.14806453]
dictionaries,[ 0.14808036]
dictionaries their,[ 0.14808036]
into pronunciation,[ 0.14808036]
look into,[ 0.14808036]
pronunciation,[ 0.14808036]
pronunciation dictionaries,[ 0.14808036]
their de,[ 0.14808036]
then no,[ 0.14818184]
if there,[ 0.14819485]
days but,[ 0.14820886]
have much,[ 0.14820886]
read ma,[ 0.14820886]
time these,[ 0.14820886]
doing something,[ 0.14821118]
catch end,[ 0.14822762]
insects,[ 0.14822762]
insects did,[ 0.14822762]
of insects,[ 0.14822762]
you catch,[ 0.14822762]
conversations like,[ 0.14825539]
me very,[ 0.14825539]
start conversations,[ 0.14825539]
uptight,[ 0.14825539]
uptight end,[ 0.14825539]
very uptight,[ 0.14825539]
delays,[ 0.14825981]
delays i,[ 0.14825981]
lot s,[ 0.14825981]
of delays,[ 0.14825981]
you always,[ 0.14832438]
ha more,[ 0.14834514]
no ha,[ 0.14834514]
at burger,[ 0.14839096]
calori,[ 0.14839096]
eating at,[ 0.14839096]
get your,[ 0.14839096]
king you,[ 0.14839096]
of eating,[ 0.14839096]
so instead,[ 0.14839096]
your calori,[ 0.14839096]
from montreal,[ 0.14839313]
montreal if,[ 0.14839313]
years ago,[ 0.14844228]
can we,[ 0.14851032]
more interest,[ 0.14851296]
offended at,[ 0.14851296]
books said,[ 0.1485147]
heinlein,[ 0.1485147]
heinlein s,[ 0.1485147]
of heinlein,[ 0.1485147]
s books,[ 0.1485147]
said human,[ 0.1485147]
that l,[ 0.1485147]
the animal,[ 0.1485147]
will then,[ 0.14851834]
function,[ 0.14852504]
function is,[ 0.14852504]
my function,[ 0.14852504]
a sandwich,[ 0.14858259]
sandwich,[ 0.14858259]
sandwich end,[ 0.14858259]
at work,[ 0.14860898]
otherwise don,[ 0.14866914]
t he,[ 0.14868315]
a dilettante,[ 0.1487392]
a hermit,[ 0.1487392]
dilettante,[ 0.1487392]
dilettante end,[ 0.1487392]
hermit,[ 0.1487392]
hermit end,[ 0.1487392]
as with,[ 0.14877107]
make robotic,[ 0.14879836]
offspring,[ 0.14879836]
offspring end,[ 0.14879836]
robotic offspring,[ 0.14879836]
ve been,[ 0.14881135]
mozart straus,[ 0.1488471]
start vivaldi,[ 0.1488471]
straus,[ 0.1488471]
straus end,[ 0.1488471]
vivaldi,[ 0.1488471]
vivaldi mozart,[ 0.1488471]
bad enjoying,[ 0.14890576]
enjoying myself,[ 0.14890576]
myself how,[ 0.14890576]
actaually,[ 0.14893146]
actaually be,[ 0.14893146]
be typing1,[ 0.14893146]
excited to,[ 0.14893146]
good excited,[ 0.14893146]
to actaually,[ 0.14893146]
typing1,[ 0.14893146]
typing1 end,[ 0.14893146]
is going,[ 0.14894427]
used,[ 0.14899413]
running out,[ 0.14900449]
done yesterday,[ 0.14913715]
you done,[ 0.14913715]
programmers,[ 0.14915496]
eliza was,[ 0.14924772]
encountered end,[ 0.14924772]
i encountered,[ 0.14924772]
think eliza,[ 0.14924772]
have known,[ 0.1492487]
known about,[ 0.1492487]
long t,[ 0.1492487]
masses although,[ 0.1492487]
not masses,[ 0.1492487]
them for,[ 0.1492487]
people can,[ 0.1493218]
and proper,[ 0.14935399]
complete sentences,[ 0.14935399]
my opponent,[ 0.14935399]
opponent,[ 0.14935399]
opponent using,[ 0.14935399]
proper gramm,[ 0.14935399]
sentences and,[ 0.14935399]
using complete,[ 0.14935399]
back at,[ 0.14942143]
the club,[ 0.14942143]
when will,[ 0.14942143]
me the,[ 0.14945936]
bar doesn,[ 0.14950728]
going one,[ 0.14950728]
just keep,[ 0.14950728]
keep going,[ 0.14950728]
little old,[ 0.14950728]
old space,[ 0.14950728]
one little,[ 0.14950728]
space bar,[ 0.14950728]
t ma,[ 0.14950728]
dinosaurs,[ 0.14954564]
away boss,[ 0.14959383]
boss end,[ 0.14959383]
fire away,[ 0.14959383]
start fire,[ 0.14959383]
i kinda,[ 0.14959873]
kinda want,[ 0.14959873]
neither i,[ 0.14959873]
shoot,[ 0.14959873]
shoot them,[ 0.14959873]
them both,[ 0.14959873]
to shoot,[ 0.14959873]
left,[ 0.14966831]
alook,[ 0.149695]
alook at,[ 0.149695]
at tahnks,[ 0.149695]
have alook,[ 0.149695]
of london,[ 0.149695]
tahnks,[ 0.149695]
tahnks which,[ 0.149695]
am also,[ 0.14993163]
sorry another,[ 0.1499612]
ok silly,[ 0.15004289]
silly question,[ 0.15004289]
an gingerman,[ 0.15007458]
gingerman end,[ 0.15007458]
gingerman um,[ 0.15007458]
um gingerman,[ 0.15007458]
you with,[ 0.1501277]
because everyone,[ 0.15014546]
environment w,[ 0.15014546]
everyone in,[ 0.15014546]
my environment,[ 0.15014546]
opposed,[ 0.15014546]
opposed to,[ 0.15014546]
start opposed,[ 0.15014546]
war because,[ 0.15014546]
little joke,[ 0.15017]
your little,[ 0.15017]
acting end,[ 0.15030167]
like acting,[ 0.15030167]
black hair,[ 0.15041458]
blue eyes,[ 0.15041458]
eyes what,[ 0.15041458]
hair blue,[ 0.15041458]
start black,[ 0.15041458]
france and,[ 0.15048779]
from france,[ 0.15048779]
